Title,Description,text,processed_text,Class Index,sentiment_label,bias_label
Latest News & Updates,"Everything you need to know about the 2024 London Marathon

Tributes will be paid to Kelvin Kiptum, a world record could be set and famous faces take to the start line - here's everything you need to know about this year's London Marathon.","Latest News & Updates Everything you need to know about the 2024 London Marathon

Tributes will be paid to Kelvin Kiptum, a world record could be set and famous faces take to the start line - here's everything you need to know about this year's London Marathon.",latest news update everything need know 2024 london marathon tribute paid kelvin kiptum world record could set famous face take start line here everything need know year london marathon,2,-1,Low bias
Latest News & Updates,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,Latest News & Updates Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,latest news update copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Unknown bias
Latest News & Updates,"Tributes to police chief who led hunt for Lockerbie bombers

John Boyd was head of the Dumfries and Galloway force at the time of the Lockerbie bombing in 1988.","Latest News & Updates Tributes to police chief who led hunt for Lockerbie bombers

John Boyd was head of the Dumfries and Galloway force at the time of the Lockerbie bombing in 1988.",latest news update tribute police chief led hunt lockerbie bomber john boyd head dumfries galloway force time lockerbie bombing 1988,1,-1,Low bias
Latest News & Updates,"How play helped girl with arthritis to laugh again

Sfiyah was diagnosed with juvenile idiopathic arthritis when she was just nine.","Latest News & Updates How play helped girl with arthritis to laugh again

Sfiyah was diagnosed with juvenile idiopathic arthritis when she was just nine.",latest news update play helped girl arthritis laugh sfiyah diagnosed juvenile idiopathic arthritis nine,3,1,Unknown bias
Latest News & Updates,"We set the theme, you take the pictures

Each week, we ask you to send in your pictures on a set theme and a selection of these are then published each Thursday on our In pictures page","Latest News & Updates We set the theme, you take the pictures

Each week, we ask you to send in your pictures on a set theme and a selection of these are then published each Thursday on our In pictures page",latest news update set theme take picture week ask send picture set theme selection published thursday picture page,4,-1,Low bias
Latest News & Updates,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,Latest News & Updates Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,latest news update copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Unknown bias
BBC Live & Breaking World and U.S. News,World’s biggest election kicks off as India votes Millions of Indians are queuing up to cast their ballot in the first of the seven-phase election.,BBC Live & Breaking World and U.S. News World’s biggest election kicks off as India votes Millions of Indians are queuing up to cast their ballot in the first of the seven-phase election.,bbc live breaking world u news world ’ biggest election kick india vote million indian queuing cast ballot first sevenphase election,1,-1,Low bias
Could there soon be digital copies of your heart?,"Scientists are creating a digital version of the human heart with the aim of improving predictive and preventative medicine. Researchers in Barcelona, believe the ambitious project could change the future of healthcare and give us a better understanding of heart health. So, how does the technology work?","Could there soon be digital copies of your heart? Scientists are creating a digital version of the human heart with the aim of improving predictive and preventative medicine. Researchers in Barcelona, believe the ambitious project could change the future of healthcare and give us a better understanding of heart health. So, how does the technology work?",could soon digital copy heart scientist creating digital version human heart aim improving predictive preventative medicine researcher barcelona believe ambitious project could change future healthcare give u better understanding heart health technology work,4,1,Moderate bias
Earth's transformation in satellite images,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Earth's transformation in satellite images Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",earth transformation satellite image word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
The rise of the giant hailstones,"The thought of grapefruit-sized lumps of ice falling from the sky seems quite apocalyptic, but it's a reality that's becoming more common.

Climate change is producing more extreme storms around the world, and with them, even more extreme hailstones.

But just how big can hail get, and how are storms able to produce such monster-sized objects?

You can read more about how climate change is leading to bigger hailstones on BBC.com.

For essential climate news and hopeful developments to your inbox, sign up to the Future Earth newsletter, while The Essential List delivers a handpicked selection of features and insights.","The rise of the giant hailstones The thought of grapefruit-sized lumps of ice falling from the sky seems quite apocalyptic, but it's a reality that's becoming more common.

Climate change is producing more extreme storms around the world, and with them, even more extreme hailstones.

But just how big can hail get, and how are storms able to produce such monster-sized objects?

You can read more about how climate change is leading to bigger hailstones on BBC.com.

For essential climate news and hopeful developments to your inbox, sign up to the Future Earth newsletter, while The Essential List delivers a handpicked selection of features and insights.",rise giant hailstone thought grapefruitsized lump ice falling sky seems quite apocalyptic reality thats becoming common climate change producing extreme storm around world even extreme hailstone big hail get storm able produce monstersized object read climate change leading bigger hailstone bbccom essential climate news hopeful development inbox sign future earth newsletter essential list delivers handpicked selection feature insight,4,0,Moderate bias
Listen to world's first 'chat' between humans and whales,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,Listen to world's first 'chat' between humans and whales Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,listen world first chat human whale copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Unknown bias
The surprising benefits of a traditional Japanese diet,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","The surprising benefits of a traditional Japanese diet Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",surprising benefit traditional japanese diet europe skyscraper seven world ’ 1000 tallest building eu watch find,1,1,Unknown bias
Feeling angry? Venting doesn't actually help,"It might feel good to vent. But a new study shows it doesn't actually help reduce anger. And neither does jogging. Smash a plate, rant at a friend, intuitively you'd think it might help us calm down by just letting it all out.","Feeling angry? Venting doesn't actually help It might feel good to vent. But a new study shows it doesn't actually help reduce anger. And neither does jogging. Smash a plate, rant at a friend, intuitively you'd think it might help us calm down by just letting it all out.",feeling angry venting doesnt actually help might feel good vent new study show doesnt actually help reduce anger neither jogging smash plate rant friend intuitively youd think might help u calm letting,4,0,Moderate bias
Sweden's Icehotel: The menu inspired by eight Sami seasons,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.","Sweden's Icehotel: The menu inspired by eight Sami seasons Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.",sweden icehotel menu inspired eight sami season northern light viewing get magical many myth surrounding aurora satellite technology provides insight celestial marvel,4,1,Unknown bias
How AI and deepfakes are changing politics,"Politicians including US President Joe Biden and Mayor of London Sadiq Khan have found themselves victims of deepfakes. These are fake images or audio recordings generated by artificial intelligence and have spread rapidly across social media.

Although, there are politicians across the world who have not only embraced this technology but used it on themselves. For many, it has raised concerns about public trust in politicians.","How AI and deepfakes are changing politics Politicians including US President Joe Biden and Mayor of London Sadiq Khan have found themselves victims of deepfakes. These are fake images or audio recordings generated by artificial intelligence and have spread rapidly across social media.

Although, there are politicians across the world who have not only embraced this technology but used it on themselves. For many, it has raised concerns about public trust in politicians.",ai deepfakes changing politics politician including u president joe biden mayor london sadiq khan found victim deepfakes fake image audio recording generated artificial intelligence spread rapidly across social medium although politician across world embraced technology used many raised concern public trust politician,1,1,Unknown bias
How smoking really affects your belly fat,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","How smoking really affects your belly fat Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",smoking really affect belly fat europe skyscraper seven world ’ 1000 tallest building eu watch find,1,-1,Low bias
The tiny piece of the US hidden in England,"The rural idyll of Runnymede has played a surprisingly important role in British history. Seen by many as the birthplace of modern democracy, it was witness to King John's historic sealing of the Magna Carta over 800 years ago.

However, what many people don't realise is that it is also home to the only piece of American land in the whole of the UK. And it all dates back to one day in 1963 that changed history forever.","The tiny piece of the US hidden in England The rural idyll of Runnymede has played a surprisingly important role in British history. Seen by many as the birthplace of modern democracy, it was witness to King John's historic sealing of the Magna Carta over 800 years ago.

However, what many people don't realise is that it is also home to the only piece of American land in the whole of the UK. And it all dates back to one day in 1963 that changed history forever.",tiny piece u hidden england rural idyll runnymede played surprisingly important role british history seen many birthplace modern democracy witness king john historic sealing magna carta 800 year ago however many people dont realise also home piece american land whole uk date back one day 1963 changed history forever,1,1,Unknown bias
Flying cars: The future of personal mobility,"Flying cars: The future of personal mobility

Throughout history, novelists, engineers and painters alike envisioned a wheeled vehicle that would allow human beings to get a taste of what birds, butterflies and bees enjoy freely: flight. In the 21st century, these vehicles are becoming a reality.

How soon could we see flying cars crowd the skies above us? What's the future of personal mobility?

We interviewed the CEO of flying car company Alef Aeronautics, Jim Dukhovny, to find out more.","Flying cars: The future of personal mobility Flying cars: The future of personal mobility

Throughout history, novelists, engineers and painters alike envisioned a wheeled vehicle that would allow human beings to get a taste of what birds, butterflies and bees enjoy freely: flight. In the 21st century, these vehicles are becoming a reality.

How soon could we see flying cars crowd the skies above us? What's the future of personal mobility?

We interviewed the CEO of flying car company Alef Aeronautics, Jim Dukhovny, to find out more.",flying car future personal mobility flying car future personal mobility throughout history novelist engineer painter alike envisioned wheeled vehicle would allow human being get taste bird butterfly bee enjoy freely flight 21st century vehicle becoming reality soon could see flying car crowd sky u whats future personal mobility interviewed ceo flying car company alef aeronautics jim dukhovny find,4,1,Unknown bias
US English: Why do Brits hate it so?,"Long before Jamestown or the Pilgrim Fathers landed at Massachusetts in 1620, the US English style of spelling words such as 'honor', 'color', and 'center' were alive and well in British English.

Etymologist and broadcaster Susie Dent opens an 'aluminum' can of worms and teaches Brits a thing or two about their shared linguistic heritage.

Script and narration: Susie Dent

Animation: Dominika Ozynska and Adrian Hartrick","US English: Why do Brits hate it so? Long before Jamestown or the Pilgrim Fathers landed at Massachusetts in 1620, the US English style of spelling words such as 'honor', 'color', and 'center' were alive and well in British English.

Etymologist and broadcaster Susie Dent opens an 'aluminum' can of worms and teaches Brits a thing or two about their shared linguistic heritage.

Script and narration: Susie Dent

Animation: Dominika Ozynska and Adrian Hartrick",u english brit hate long jamestown pilgrim father landed massachusetts 1620 u english style spelling word honor color center alive well british english etymologist broadcaster susie dent open aluminum worm teach brit thing two shared linguistic heritage script narration susie dent animation dominika ozynska adrian hartrick,2,1,Moderate bias
Parthenogenesis: Why some species experience 'virgin births',"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","Parthenogenesis: Why some species experience 'virgin births' Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",parthenogenesis specie experience virgin birth europe skyscraper seven world ’ 1000 tallest building eu watch find,4,-1,Low bias
Oatzempic: Should you try the oat drink for weight loss?,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","Oatzempic: Should you try the oat drink for weight loss? Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",oatzempic try oat drink weight loss europe skyscraper seven world ’ 1000 tallest building eu watch find,1,0,Unknown bias
Why space isn't as colourful as photos make it seem,Have you wondered what it would be like to see space through your very own eyes? We spoke to the experts who process images from the James Webb Telescope to find out how close the pictures of our Universe are to reality.,Why space isn't as colourful as photos make it seem Have you wondered what it would be like to see space through your very own eyes? We spoke to the experts who process images from the James Webb Telescope to find out how close the pictures of our Universe are to reality.,space isnt colourful photo make seem wondered would like see space eye spoke expert process image james webb telescope find close picture universe reality,4,1,Unknown bias
Tracing Marco Polo's footsteps along the Silk Road,"Venetian explorer, merchant, and writer Marco Polo died 700 years ago, in the year 1324. In his travels, which started at the age of 17 and lasted over 20 years, he touched upon numerous cities like Acre, Trebizond, Baghdad, Tabriz, Hormuz, Samarkand, Kashgar, Beijing, and Xanadu. And upon his return, he did something no other European traveller had ever done before. He wrote it down, creating the first thorough account of China and the Silk Road for Europeans, who had never heard or even imagined it in such detail before.","Tracing Marco Polo's footsteps along the Silk Road Venetian explorer, merchant, and writer Marco Polo died 700 years ago, in the year 1324. In his travels, which started at the age of 17 and lasted over 20 years, he touched upon numerous cities like Acre, Trebizond, Baghdad, Tabriz, Hormuz, Samarkand, Kashgar, Beijing, and Xanadu. And upon his return, he did something no other European traveller had ever done before. He wrote it down, creating the first thorough account of China and the Silk Road for Europeans, who had never heard or even imagined it in such detail before.",tracing marco polo footstep along silk road venetian explorer merchant writer marco polo died 700 year ago year 1324 travel started age 17 lasted 20 year touched upon numerous city like acre trebizond baghdad tabriz hormuz samarkand kashgar beijing xanadu upon return something european traveller ever done wrote creating first thorough account china silk road european never heard even imagined detail,1,-1,Low bias
Slovenia's remote bedroom on top of a snowy mountain,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Slovenia's remote bedroom on top of a snowy mountain Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",slovenia remote bedroom top snowy mountain word reveal extrovert introvert hyperbole mega part english language happen,4,1,Low bias
England's 'largest gold nugget' discovered,"The biggest gold nugget ever found in England has gone up for auction - but its origins remain a mystery.

Metal detectorist Richard Brock was using a machine that was ""pretty much kaput"" when he found the lump of precious metal, shortly after arriving.

The nugget has been valued between £30,000 and £40,000 ($37,743 to $50,335), but failed to sell at auction, although there is hope it will still be sold.

Video by Howard Timberlake

Interview filmed by Ben Godfrey","England's 'largest gold nugget' discovered The biggest gold nugget ever found in England has gone up for auction - but its origins remain a mystery.

Metal detectorist Richard Brock was using a machine that was ""pretty much kaput"" when he found the lump of precious metal, shortly after arriving.

The nugget has been valued between £30,000 and £40,000 ($37,743 to $50,335), but failed to sell at auction, although there is hope it will still be sold.

Video by Howard Timberlake

Interview filmed by Ben Godfrey",england largest gold nugget discovered biggest gold nugget ever found england gone auction origin remain mystery metal detectorist richard brock using machine pretty much kaput found lump precious metal shortly arriving nugget valued £30000 £40000 37743 50335 failed sell auction although hope still sold video howard timberlake interview filmed ben godfrey,4,1,High bias
Eclipse 2024: What makes it so special?,"In its slightly wobbly orbit around the Earth, the Moon occasionally blocks the Sun. Astrophysicist Erika Hamden explains why the solar eclipse of April 8th is different, and what you will experience if you are on the path of totality.","Eclipse 2024: What makes it so special? In its slightly wobbly orbit around the Earth, the Moon occasionally blocks the Sun. Astrophysicist Erika Hamden explains why the solar eclipse of April 8th is different, and what you will experience if you are on the path of totality.",eclipse 2024 make special slightly wobbly orbit around earth moon occasionally block sun astrophysicist erika hamden explains solar eclipse april 8th different experience path totality,4,-1,Low bias
Words that reveal if you are an extrovert or an introvert,"There’s no doubt that the English language loves extremes, and the modern conversations are full of it. From 'Frankenstorms' and 'mega' to 'landmark' and 'awesome', just how did such linguistic supersizing take over? The answer may lie in how the extroverts amongst us need mental stimulation.","Words that reveal if you are an extrovert or an introvert There’s no doubt that the English language loves extremes, and the modern conversations are full of it. From 'Frankenstorms' and 'mega' to 'landmark' and 'awesome', just how did such linguistic supersizing take over? The answer may lie in how the extroverts amongst us need mental stimulation.",word reveal extrovert introvert ’ doubt english language love extreme modern conversation full frankenstorms mega landmark awesome linguistic supersizing take answer may lie extrovert amongst u need mental stimulation,4,1,Moderate bias
Why Northern Lights viewing is about to get more magical,"Before satellite technology brought us answers, the Northern Lights were a mysterious and unexplained phenomena, long woven into the legends of Arctic communities. Occurring in the polar regions, this colourful light show is caused when particles from the Sun hit the Earth's atmosphere. Around this year or next, it is anticipated that the solar cycle will peak and a period of more intense and complex Northern Lights will follow.","Why Northern Lights viewing is about to get more magical Before satellite technology brought us answers, the Northern Lights were a mysterious and unexplained phenomena, long woven into the legends of Arctic communities. Occurring in the polar regions, this colourful light show is caused when particles from the Sun hit the Earth's atmosphere. Around this year or next, it is anticipated that the solar cycle will peak and a period of more intense and complex Northern Lights will follow.",northern light viewing get magical satellite technology brought u answer northern light mysterious unexplained phenomenon long woven legend arctic community occurring polar region colourful light show caused particle sun hit earth atmosphere around year next anticipated solar cycle peak period intense complex northern light follow,4,1,Unknown bias
Moment US House passes critical Ukraine aid package,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,Moment US House passes critical Ukraine aid package Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,moment u house pass critical ukraine aid package copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,1,-1,Low bias
Moment huge explosion rocks Iraq military base housing pro-Iranian militia,"Moment huge explosion rocks Iraq military base housing pro-Iranian militia

Videos posted on social media and verified by the BBC show the moment a military base in Iraq housing a pro-Iranian militia was rocked by an explosion.

Local security officials said one person was killed and eight others wounded.

Iraq's military reported no drones or fighter jets in the area before or during the blast.

But the militia organisation involved, the Popular Mobilisation Forces (PMF), blamed an attack.","Moment huge explosion rocks Iraq military base housing pro-Iranian militia Moment huge explosion rocks Iraq military base housing pro-Iranian militia

Videos posted on social media and verified by the BBC show the moment a military base in Iraq housing a pro-Iranian militia was rocked by an explosion.

Local security officials said one person was killed and eight others wounded.

Iraq's military reported no drones or fighter jets in the area before or during the blast.

But the militia organisation involved, the Popular Mobilisation Forces (PMF), blamed an attack.",moment huge explosion rock iraq military base housing proiranian militia moment huge explosion rock iraq military base housing proiranian militia video posted social medium verified bbc show moment military base iraq housing proiranian militia rocked explosion local security official said one person killed eight others wounded iraq military reported drone fighter jet area blast militia organisation involved popular mobilisation force pmf blamed attack,1,0,Unknown bias
Watch: Christ the Redeemer statue in Rio turns green for indigenous day,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,Watch: Christ the Redeemer statue in Rio turns green for indigenous day Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,watch christ redeemer statue rio turn green indigenous day copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Unknown bias
Cicadas on the menu in New Orleans,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,Cicadas on the menu in New Orleans Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,cicada menu new orleans copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Unknown bias
What's at stake in Trump's unprecedented trial?,"What's at stake in Trump's unprecedented trial?

Donald Trump's first criminal trial is under way in New York City. He is accused of trying to cover up a $130,000 hush-money payment to porn star Stormy Daniels ahead of the 2016 election - which he won.

The case marks the first time a US president - sitting or current - has faced a criminal trial.","What's at stake in Trump's unprecedented trial? What's at stake in Trump's unprecedented trial?

Donald Trump's first criminal trial is under way in New York City. He is accused of trying to cover up a $130,000 hush-money payment to porn star Stormy Daniels ahead of the 2016 election - which he won.

The case marks the first time a US president - sitting or current - has faced a criminal trial.",whats stake trump unprecedented trial whats stake trump unprecedented trial donald trump first criminal trial way new york city accused trying cover 130000 hushmoney payment porn star stormy daniel ahead 2016 election case mark first time u president sitting current faced criminal trial,3,0,Moderate bias
Does apple cider vinegar really help with weight loss?,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","Does apple cider vinegar really help with weight loss? Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",apple cider vinegar really help weight loss europe skyscraper seven world ’ 1000 tallest building eu watch find,4,1,Low bias
"Does it really take 10,000 steps to stay healthy?","Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","Does it really take 10,000 steps to stay healthy? Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",really take 10000 step stay healthy europe skyscraper seven world ’ 1000 tallest building eu watch find,4,1,Unknown bias
What is the iron lung and how does it work?,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","What is the iron lung and how does it work? Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",iron lung work europe skyscraper seven world ’ 1000 tallest building eu watch find,1,-1,Low bias
The 24-year-old selling human bones,"With a vast bone collection worth over $600,000 and a large social media following, Jon Pichaya Ferry is revitalising the field of osteology. During a visit to his warehouse in Brooklyn, New York, he gives us a glimpse into his collection and the fascinating findings he has discovered.","The 24-year-old selling human bones With a vast bone collection worth over $600,000 and a large social media following, Jon Pichaya Ferry is revitalising the field of osteology. During a visit to his warehouse in Brooklyn, New York, he gives us a glimpse into his collection and the fascinating findings he has discovered.",24yearold selling human bone vast bone collection worth 600000 large social medium following jon pichaya ferry revitalising field osteology visit warehouse brooklyn new york give u glimpse collection fascinating finding discovered,4,1,Unknown bias
The search for a cancer 'kill-switch'... in space,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","The search for a cancer 'kill-switch'... in space Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",search cancer killswitch space europe skyscraper seven world ’ 1000 tallest building eu watch find,4,0,Unknown bias
Why we have hair on our heads,We were once covered head to foot in hair. And then we lost most of it but kept the mop up top. Why the hairy scalp? What scientific purpose does it serve?,Why we have hair on our heads We were once covered head to foot in hair. And then we lost most of it but kept the mop up top. Why the hairy scalp? What scientific purpose does it serve?,hair head covered head foot hair lost kept mop top hairy scalp scientific purpose serve,2,0,Low bias
Are we worse at Moon landings than 50 years ago?,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.","Are we worse at Moon landings than 50 years ago? Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why.",worse moon landing 50 year ago europe skyscraper seven world ’ 1000 tallest building eu watch find,4,0,Unknown bias
The town that stopped the plague,"The bubonic plague has cropped up in the US for the first time in nearly a decade. But, thanks to modern medicine, it is much less deadly than its notorious past.","The town that stopped the plague The bubonic plague has cropped up in the US for the first time in nearly a decade. But, thanks to modern medicine, it is much less deadly than its notorious past.",town stopped plague bubonic plague cropped u first time nearly decade thanks modern medicine much le deadly notorious past,1,0,Unknown bias
What to know about brain computers,"The brain computer may soon not just be a device out of a sci-fi novel, but a reality. Elon Musk's neurotechnology company, Neuralink, has implanted a chip into a human brain and the patient is said to be ""recovering well"". Who will this technology help most? How risky is it?","What to know about brain computers The brain computer may soon not just be a device out of a sci-fi novel, but a reality. Elon Musk's neurotechnology company, Neuralink, has implanted a chip into a human brain and the patient is said to be ""recovering well"". Who will this technology help most? How risky is it?",know brain computer brain computer may soon device scifi novel reality elon musk neurotechnology company neuralink implanted chip human brain patient said recovering well technology help risky,4,1,Unknown bias
How to make better New Year's resolutions,"New year, new you, but perhaps you've broken one or two of your News Year's resolution already? If so, you're not alone, because on average 80% of resolutions fail. So, how can we get better at making and sticking to our goals?","How to make better New Year's resolutions New year, new you, but perhaps you've broken one or two of your News Year's resolution already? If so, you're not alone, because on average 80% of resolutions fail. So, how can we get better at making and sticking to our goals?",make better new year resolution new year new perhaps youve broken one two news year resolution already youre alone average 80 resolution fail get better making sticking goal,4,0,Moderate bias
